,name,rating,review_count,genre,location,best_comment
0,المسرح الروماني | Roman Theater,4.1,(151) , Performing arts theater,Al Uqayr Saudi Arabia,
1,Maraya,4.6,(1.1T) , Concert hall,Al Atheeb Saudi Arabia,"""Also the theater is another level of perfection."""
2,"Novo Cinemas, Seef Mall",4.3,(801) , Movie theater,"Muharraq, Bahrain · In Seef Mall - Arad, Muharraq","""The theater was comfortable and the screening was of high quality."""
3,Education Department Theater,4.0,(169) , Performing arts theater,,"""Screen size is good enough."""
4,Muvi Cinemas - Jubail Mall,4.3,(871) , Movie theater,Al Jubail Saudi Arabia · In Cenomi Al Jubail Mall,
5,vox cinemas,4.2,(3.5T) , Movie theater,Riyadh Saudi Arabia · In Qasr Mall by Dar Al Arkan,"""Sound system and atmosphere very good."""
6,AMC Cinemas Azizia 3,4.3,(604) , Movie theater,Riyadh Saudi Arabia,
7,Muvi Cinemas | موڤي سينما,3.8,(389) , Movie theater,Dhahran Saudi Arabia · In the Mall of Dhahran,
8,VOX Cinemas - Kingdom Centre,4.3,(1.4T) , Movie theater,Riyadh Saudi Arabia · In Kingdom Centre,"""Comfy chairs, and nice place for couples"""
9,AMC Cinemas Al Khair 9,4.3,(1.6T) , Movie theater,Riyadh Saudi Arabia · In Almakan Mall,
10,Empire Cinemas Khobar,3.9,(1.3T) , Movie theater,Al Khobar Saudi Arabia · In Al Rashid Mall,"""Lovely place and staff, prices are reasonable, screens chairs are wonderful 👌🏻"""
11,Dhahran Movie Theatre,3.5,(210) , Movie theater,Dhahran Saudi Arabia,"""Its a small cinema and staff is not a happy bunch"""
12,Saudi Aramco Abqaiq Community theater,3.9,(13) , Movie theater,Buqayq Saudi Arabia,
13,Vox Cinema - Riyadh Front,4.3,(5.8T) , Movie theater,Riyadh Saudi Arabia · In Riyadh Front - Shopping Area,
14,AMC Cinemas Riyadh Gallery 9,4.2,(1.5T) , Movie theater,Riyadh Saudi Arabia · In Riyadh Gallery Mall,"""Fancy chairs ,nice screens and snacks"""
15,vox cinema,4.2,(724) , Movie theater,Riyadh Saudi Arabia · In The Esplanade Mall,
16,Kmax Cinema,4.1,(130) , Movie theater,King Abdullah Economic City Saudi Arabia,
17,AMC - Hafr Al Batin 8,4.2,(23) , Movie theater,SH Saudi Arabia,
18,Muvi Boutique Cinema,4.4,(376) , Movie theater,Riyadh Saudi Arabia · In Cenomi Tala Mall,
19,Empire Cinemas - Head Office,4.0,(36) , Movie theater,Riyadh Saudi Arabia,
20,AMC Cinemas KAFD,3.9,(5.3T) , Movie theater,Riyadh Saudi Arabia · In Chalmont,"""Spacious and nice theater"""
21,Cinépolis Cinemas - Lulu Mall,4.0,(1.3T) , Movie theater,Dammam Saudi Arabia · In LuLu Mall - Dammam,Upscale digital movie theater
22,AMC Stars Avenue 9,4.2,(2.5T) , Movie theater,,
23,Vox Cinema - Riyadh Front,4.3,(5.8T) , Movie theater,Riyadh Saudi Arabia · In Riyadh Front - Shopping Area,
24,AMC Cinemas Riyadh Gallery 9,4.2,(1.5T) , Movie theater,Riyadh Saudi Arabia · In Riyadh Gallery Mall,"""Fancy chairs ,nice screens and snacks"""
25,vox cinema,4.2,(724) , Movie theater,Riyadh Saudi Arabia · In The Esplanade Mall,
26,Kmax Cinema,4.1,(130) , Movie theater,King Abdullah Economic City Saudi Arabia,
27,AMC - Hafr Al Batin 8,4.2,(23) , Movie theater,SH Saudi Arabia,
28,Muvi Boutique Cinema,4.4,(376) , Movie theater,Riyadh Saudi Arabia · In Cenomi Tala Mall,
29,Empire Cinemas - Head Office,4.0,(36) , Movie theater,Riyadh Saudi Arabia,
30,Cinépolis Cinemas - Al Jamea Plaza,4.2,(1.8T) , Movie theater,Jeddah Saudi Arabia · In Al Jamea Plaza,
31,Muvi Cinemas | موڤي سينما,4.2,(1.9T) , Movie theater,Riyadh Saudi Arabia · In The View Mall,"""But small theater"""
32,Muvi Cinemas | موڤي سينما,4.3,(2.8T) , Movie theater,Riyadh Saudi Arabia · In U Walk,
33,ڤوكس سينما ذا روف,4.3,(3.6T) , Movie theater,Riyadh Saudi Arabia · In The Roof,
34,AMC Cinemas Karam 5,4.1,(359) , Movie theater,Al Majma'ah Saudi Arabia · In Karam Mall,
35,VOX Cinemas,4.4,(2.8T) , Movie theater,Jeddah Saudi Arabia · In Town Square,"""Wide and clean space."""
36,Vox Cinema - Riyadh Park Mall,4.1,(7.4T) , Movie theater,Riyadh Saudi Arabia · In Riyadh Park,
37,Ithra Theatre,4.7,(489) , Childrens theater,Dhahran Saudi Arabia,
38,Empire Cinemas Jeddah,4.1,(1.3T) , Movie theater,Jeddah Saudi Arabia · In Al-Andalus Mall,
39,VOX Cinemas,4.2,(1.9T) , Movie theater,Riyadh Saudi Arabia · In the Sahara Mall,"""Small theater with good service."""
40,Empire Cinemas Khobar,3.9,(1.3T) , Movie theater,Al Khobar Saudi Arabia · In Al Rashid Mall,"""Lovely place and staff, prices are reasonable, screens chairs are wonderful 👌🏻"""
41,Dhahran Movie Theatre,3.5,(210) , Movie theater,,"""But small theater"""
42,Muvi Cinemas | موڤي سينما,4.3,(2.8T) , Movie theater,Riyadh Saudi Arabia · In U Walk,
43,ڤوكس سينما ذا روف,4.3,(3.6T) , Movie theater,Riyadh Saudi Arabia · In The Roof,
44,AMC Cinemas Karam 5,4.1,(359) , Movie theater,Al Majma'ah Saudi Arabia · In Karam Mall,
45,VOX Cinemas,4.4,(2.8T) , Movie theater,Jeddah Saudi Arabia · In Town Square,"""Wide and clean space."""
46,Vox Cinema - Riyadh Park Mall,4.1,(7.4T) , Movie theater,Riyadh Saudi Arabia · In Riyadh Park,
47,Ithra Theatre,4.7,(489) , Childrens theater,Dhahran Saudi Arabia,
48,Empire Cinemas Jeddah,4.1,(1.3T) , Movie theater,Jeddah Saudi Arabia · In Al-Andalus Mall,
49,VOX Cinemas,4.2,(1.9T) , Movie theater,Riyadh Saudi Arabia · In the Sahara Mall,"""Small theater with good service."""
50,Najmah Theater,4.0,(81) , Movie theater,Ras Tanura Saudi Arabia,
51,AMC Cinemas Tabuk Boulevard,4.3,(55) , Movie theater,Tabuk Saudi Arabia,
52,AMC Cinemas Panorama 10,4.3,(1.9T) , Movie theater,Riyadh Saudi Arabia · In Panorama Mall,
53,Muvi Cinemas | موڤي سينما,4.3,(1.9T) , Movie theater,Al Hofuf Saudi Arabia · In Al Ahsa Mall by Arabian Centres,"""Very good place, great experience"""
54,Muvi Cinemas | موڤي سينما,4.1,(2.7T) , Movie theater,Dammam Saudi Arabia · In Cenomi Al Nakheel Dammam Mall,
55,AMC cinemas,4.2,(268) , Movie theater,Hafar Al Batin Saudi Arabia,
56,Hayy Cinema (سينما حي),No reviews · Movie theater,Jeddah Saudi Arabia,,,
57,Muvi Cinemas | موڤي سينما,4.4,(449) , Movie theater,Riyadh Saudi Arabia,
58,AMC Dawadmi 3,3.9,(82) , Movie theater,Al Duwadimi Saudi Arabia · In عباية نواعم,
59,ڤوكس سينما ذا سبوت,4.2,(724) , Movie theater,Riyadh Saudi Arabia · In راكا بلازا RAKAA PLAZA,
60,Cinépolis Cinemas - Al Jamea Plaza,4.2,(1.8T) , Movie theater,Jeddah Saudi Arabia · In Al Jamea Plaza,
61,Muvi Cinemas | موڤي سينما,4.2,(1.9T) , Movie theater,Riyadh Saudi Arabia · In The View Mall,"""But small theater"""
62,Muvi Cinemas | موڤي سينما,4.3,(2.8T) , Movie theater,Riyadh Saudi Arabia · In U Walk,
63,Muvi Cinemas | موڤي سينما,4.3,(1.9T) , Movie theater,Al Hofuf Saudi Arabia · In Al Ahsa Mall by Arabian Centres,"""Very good place, great experience"""
64,Muvi Cinemas | موڤي سينما,4.1,(2.7T) , Movie theater,Dammam Saudi Arabia · In Cenomi Al Nakheel Dammam Mall,
65,AMC cinemas,4.2,(268) , Movie theater,Hafar Al Batin Saudi Arabia,
66,Hayy Cinema (سينما حي),No reviews · Movie theater,Jeddah Saudi Arabia,,,
67,Muvi Cinemas | موڤي سينما,4.4,(449) , Movie theater,Riyadh Saudi Arabia,
68,AMC Dawadmi 3,3.9,(82) , Movie theater,Al Duwadimi Saudi Arabia · In عباية نواعم,
69,ڤوكس سينما ذا سبوت,4.2,(724) , Movie theater,Riyadh Saudi Arabia · In راكا بلازا RAKAA PLAZA,
70,Muvi Cinemas | موڤي سينما,4.0,(1.3T) , Movie theater,Taif Saudi Arabia · In Taif City Walk,
71,Muvi Cinemas,3.9,(108) , Movie theater,Jeddah Saudi Arabia · In Al Salaam Mall,
72,Cinépolis Cinemas سينما سينيبولس,4.0,(86) , Movie theater,Jazan Saudi Arabia,
73,Empire Cinemas Jazan,4.1,(975) , Movie theater,Jazan Saudi Arabia,
74,VOX cinema,4.1,(1T) , Movie theater,Riyadh Saudi Arabia · In Atyaf Mall,
75,Vox Cinemas,4.1,(4.8T) , Movie theater,Dammam Saudi Arabia · In West Avenue Mall,
76,موڤي سينما النخيل بلازا_ بريدة,4.4,(1.4T) , Movie theater,Buraydah Saudi Arabia · In Al Nakheel Plaza,
77,Muvi Cinemas | موڤي سينما,4.2,(840) , Movie theater,Jeddah Saudi Arabia · In Yasmin mall,
78,AMC Cinemas Ajdan Walk,4.4,(957) , Movie theater,Al Khobar Saudi Arabia · In Ajdan Walk,
79,Empire Cinemas Hail,4.0,(137) , Movie theater,Hail Saudi Arabia,
80,Najmah Theater,4.0,(81) , Movie theater,Ras Tanura Saudi Arabia,
81,AMC Cinemas Tabuk Boulevard,4.3,(55) , Movie theater,Tabuk Saudi Arabia,
82,AMC Cinemas Panorama 10,4.3,(1.9T) , Movie theater,Riyadh Saudi Arabia · In Panorama Mall,
83,Muvi Cinemas | موڤي سينما,4.1,(975) , Movie theater,Jazan Saudi Arabia,
84,VOX cinema,4.1,(1T) , Movie theater,Riyadh Saudi Arabia · In Atyaf Mall,
85,Vox Cinemas,4.1,(4.8T) , Movie theater,Dammam Saudi Arabia · In West Avenue Mall,
86,موڤي سينما النخيل بلازا_ بريدة,4.4,(1.4T) , Movie theater,Buraydah Saudi Arabia · In Al Nakheel Plaza,
87,Muvi Cinemas | موڤي سينما,4.2,(840) , Movie theater,Jeddah Saudi Arabia · In Yasmin mall,
88,AMC Cinemas Ajdan Walk,4.4,(957) , Movie theater,Al Khobar Saudi Arabia · In Ajdan Walk,
89,Empire Cinemas Hail,4.0,(137) , Movie theater,Hail Saudi Arabia,
90,GOLD,4.1,(38) , Movie theater,Riyadh Saudi Arabia · In Vox Cinema - Riyadh Front,
91,VOX Cinema,4.2,(525) , Movie theater,Hail Saudi Arabia,
92,ڤوكس سينما تبوك بارك,4.0,(336) , Movie theater,Tabuk Saudi Arabia · In Tabuk Park,
93,AMC Garden 5 - Hail,4.3,(33) , Movie theater,Hail Saudi Arabia · In Garden Mall,
94,Empire Cinemas امباير سينما,4.0,(96) , Movie theater,Arar Saudi Arabia · In العثيم مول,
95,Muvi Cinemas | موڤي سينما,3.7,(694) , Movie theater,Riyadh Saudi Arabia · In Al Nakheel Mall,"""Nice place (dolby experience)."""
96,Muvi Cinemas - Salaam Mall,3.6,(130) , Movie theater,Riyadh Saudi Arabia · In Cenomi Salam Mall,
97,Safety Orientation UGP,4.4,(34) , Movie theater,Uthmaniyah Saudi Arabia,
98,سينما العرب,4.2,(941) , Movie theater,Jeddah Saudi Arabia · In the Mall of Arabia,
99,VOX Cinemas - Red Sea Mall,4.3,(12T) , Movie theater,Jeddah Saudi Arabia · In the Red Sea Mall,"""Small theatre, but looks good"""
100,Muvi Cinemas | موڤي سينما,4.0,(1.3T) , Movie theater,Taif Saudi Arabia · In Taif City Walk,
101,Muvi Cinemas,3.9,(108) , Movie theater,Jeddah Saudi Arabia · In Al Salaam Mall,
102,Cinépolis Cinemas سينما سينيبولس,4.0,(86) , Movie theater,Jazan Saudi Arabia,
103,AMC Garden 5 - Hail,4.3,(33) , Movie theater,Hail Saudi Arabia · In Garden Mall,
104,Empire Cinemas امباير سينما,4.0,(96) , Movie theater,Arar Saudi Arabia · In العثيم مول,"""Excelent movie theater, recommended 100%"""
105,Muvi Cinemas | موڤي سينما,3.7,(694) , Movie theater,Riyadh Saudi Arabia · In Al Nakheel Mall,"""Nice place (dolby experience)."""
106,Muvi Cinemas - Salaam Mall,3.6,(130) , Movie theater,Riyadh Saudi Arabia · In Cenomi Salam Mall,"""Big screen with large audience compared to old mall screen Riyadh"""
107,Safety Orientation UGP,4.4,(34) , Movie theater,Uthmaniyah Saudi Arabia,
108,سينما العرب,4.2,(941) , Movie theater,Jeddah Saudi Arabia · In the Mall of Arabia,"""Nice small theater to watch movies"""
109,VOX Cinemas - Red Sea Mall,4.3,(12T) , Movie theater,Jeddah Saudi Arabia · In the Red Sea Mall,"""Small theatre, but looks good"""
110,VOX Cinemas Jubail Galleria Mall,3.4,(87) , Movie theater,Al Jubail Saudi Arabia · In Galleria Mall,"""Just an average ordinary cinema!!!"""
111,Muvi Cinemas | موڤي سينما,4.3,(577) , Movie theater,Khamis Mushait Saudi Arabia · In Mujan Park,"""New clean and organized theater."""
112,Muvi Suites Cinemas | موڤي سويتس سينما,3.5,(274) , Movie theater,Jeddah Saudi Arabia,"""Very fancy and cozy place."""
113,King Abdulaziz Center for World Culture - Ithra,4.6,(5.2T) , Movie theater,Dhahran Saudi Arabia,Cultural center with a striking design
114,مسرح بكر الشدي,4.3,(125) , Performing arts theater,Riyadh Saudi Arabia · In Boulevard studios,Dine-in
115,Muvi Cinemas The Village,4.4,(17) , Movie theater,Jeddah Saudi Arabia · In The village mall,
116,Al Hamra Cinema,3.8,(1.6T) , Movie theater,"Manama, Bahrain","""Budget theater cleaned and maintained well"""
117,Heritage village theatre,4.1,(96) , Performing arts theater,1c Saudi Arabia,
118,Rotana Theater,3.6,(30) , Performing arts theater,Riyadh Saudi Arabia,
119,super dome theater,4.4,(38) , Concert hall,Jeddah Saudi Arabia,
120,GOLD,4.1,(38) , Movie theater,Riyadh Saudi Arabia · In Vox Cinema - Riyadh Front,
121,VOX Cinema,4.2,(525) , Movie theater,Hail Saudi Arabia,"""temperatures is very low so it's very cold inside the theater."""
122,ڤوكس سينما تبوك بارك,4.0,(336) , Movie theater,Tabuk Saudi Arabia · In Tabuk Park,"""Very fancy and cozy place."""
123,King Abdulaziz Center for World Culture - Ithra,4.6,(5.2T) , Movie theater,Dhahran Saudi Arabia,Cultural center with a striking design
124,مسرح بكر الشدي,4.3,(125) , Performing arts theater,Riyadh Saudi Arabia · In Boulevard studios,Dine-in
125,Muvi Cinemas The Village,4.4,(17) , Movie theater,Jeddah Saudi Arabia · In The village mall,
126,Al Hamra Cinema,3.8,(1.6T) , Movie theater,"Manama, Bahrain","""Budget theater cleaned and maintained well"""
127,Heritage village theatre,4.1,(96) , Performing arts theater,1c Saudi Arabia,
128,Rotana Theater,3.6,(30) , Performing arts theater,Riyadh Saudi Arabia,
129,super dome theater,4.4,(38) , Concert hall,Jeddah Saudi Arabia,
130,نطيطات حايل,3.2,(5) , Movie theater,Hail Saudi Arabia,
131,Okaz Market Theater,4.3,(834) , Performing arts theater,Taif Saudi Arabia · In Souq Okaz,"""Best theater we enjoyed and had fun"""
132,College of Science Theatre,No reviews · Amphitheater,Saudi Arabia ," In Northern Border University, Main Campus",,
133,Muvi Cinemas | موڤي سينما,4.6,(1.2T) , Movie theater,Unayzah Saudi Arabia · In The Boulevard Unayzah,"""Nice theatre 🎭🎭 well maintained.."""
134,Al Comedy Club,4.4,(18) , Performing arts theater,Dammam Saudi Arabia,
135,TSCK IMAX,No reviews · IMAX theater,"Salmiya, Kuwait",,,
136,Theater Lasan,3.5,(61) , Stage,Abha Saudi Arabia,
137,University Theater,4.2,(116) , Stage,Abha Saudi Arabia · In King Khalid University,
138,End Of The World Cinema,4.3,(37) , Movie theater,"Qesm Sharm Ash Sheikh, Egypt","""Edit after 3 years: Movie still did not started..."""
139,Scitech,4.3,(6.3T) , Science museum,Al Khobar Saudi Arabia,"""The movie theater is cool..."""
140,VOX Cinemas Jubail Galleria Mall,3.4,(87) , Movie theater,Al Jubail Saudi Arabia · In Galleria Mall,"""Just an average ordinary cinema!!!"""
141,Muvi Cinemas | موڤي سينما,4.3,(577) , Movie theater,Khamis Mushait Saudi Arabia · In Mujan Park,"""New clean and organized theater."""
142,Muvi Suites Cinemas | موڤي سويتس سينما,3.5,(274) , Movie theater,Jeddah Saudi Arabia,"""Very fancy and cozy place."""
143,King Abdulaziz Center for World Culture - Ithra,4.6,(1.2T) , Movie theater,Unayzah Saudi Arabia · In The Boulevard Unayzah,"""Nice theatre 🎭🎭 well maintained.."""
144,Al Comedy Club,4.4,(18) , Performing arts theater,Dammam Saudi Arabia,
145,TSCK IMAX,No reviews · IMAX theater,"Salmiya, Kuwait",,,
146,Theater Lasan,3.5,(61) , Stage,Abha Saudi Arabia,
147,University Theater,4.2,(116) , Stage,Abha Saudi Arabia · In King Khalid University,
148,End Of The World Cinema,4.3,(37) , Movie theater,"Qesm Sharm Ash Sheikh, Egypt","""Edit after 3 years: Movie still did not started..."""
149,Scitech,4.3,(6.3T) , Science museum,Al Khobar Saudi Arabia,"""The movie theater is cool..."""
150,المسرح الروماني | Roman Theater,4.1,(151) , Performing arts theater,Al Uqayr Saudi Arabia,
151,Maraya,4.6,(1.1T) , Concert hall,Al Atheeb Saudi Arabia,"""Also the theater is another level of perfection."""
152,"Novo Cinemas, Seef Mall",4.3,(801) , Movie theater,"Muharraq, Bahrain · In Seef Mall - Arad, Muharraq","""The theater was comfortable and the screening was of high quality."""
153,Education Department Theater,4.0,(169) , Performing arts theater,Al Madinah Al Munawwarah Saudi Arabia,
154,Benchmark Stage,4.3,(219) , Live Music,Jeddah Saudi Arabia,"""Very nice theater setup."""
155,Live Show Arabia,5.0,(1) , Entertainment agency,Riyadh Saudi Arabia,Closed ⋅ Opens 9 am Wed
156,Far-is studio,4.6,(17) , Museum,Riyadh Saudi Arabia,
157,Terhal,5.0,(65) , Concert hall,Diriyah Saudi Arabia,"""The food is not allowed inside the theater, so eat and drink your ..."""
158,Riyadh Front - Shopping Area,4.5,(25T) , Shopping mall,Riyadh Saudi Arabia,"""Very nice mall with Cinema theater facility"""
159,TheClub,4.4,(654) , Entertainer,Jeddah Saudi Arabia,Open now
160,نطيطات حايل,3.2,(5) , Movie theater,Hail Saudi Arabia,
161,Okaz Market Theater,4.3,(834) , Performing arts theater,Taif Saudi Arabia · In Souq Okaz,"""Best theater we enjoyed and had fun"""
162,,4.3,(801) , Movie theater,"Muharraq, Bahrain · In Seef Mall - Arad, Muharraq","""The theater was comfortable and the screening was of high quality."""
163,Education Department Theater,4.0,(169) , Performing arts theater,Al Madinah Al Munawwarah Saudi Arabia,
164,Benchmark Stage,4.3,(219) , Live Music,Jeddah Saudi Arabia,"""Very nice theater setup."""
165,Live Show Arabia,5.0,(1) , Entertainment agency,Riyadh Saudi Arabia,Closed ⋅ Opens 9 am Wed
166,Far-is studio,4.6,(17) , Museum,Riyadh Saudi Arabia,
167,Terhal,5.0,(65) , Concert hall,Diriyah Saudi Arabia,"""The food is not allowed inside the theater, so eat and drink your ..."""
168,Riyadh Front - Shopping Area,4.5,(25T) , Shopping mall,Riyadh Saudi Arabia,"""Very nice mall with Cinema theater facility"""
169,TheClub,4.4,(654) , Entertainer,Jeddah Saudi Arabia,Open now
170,Jeddah Superdome,4.3,(5.1T) , Event venue,Jeddah Saudi Arabia,"""Very big theater for all kind of shows"""
171,Conference Center,4.5,(735) , Conference center,Riyadh Saudi Arabia · In the Princess Nora bint Abdul Rahman University,"""Feels like you are sitting on stadium, not theater."""
172,SUNRISE RESORT,4.9,(98) , Resort hotel,Riyadh Saudi Arabia,"""I mostly enjoyed the cinema theater"""
173,"Crowne Plaza al Khobar, an IHG Hotel",4.4,(5.2T) , Hotel,Al Khobar Saudi Arabia,Upmarket hotel with fine dining
174,Al Dana Amphitheatre,4.4,(512) , Amphitheater,"Zallaq, Bahrain","""First visit to this Theater and found that everything is organized."""
175,"Staybridge Suites al Khobar, an IHG Hotel",4.5,(1.9T) , Hotel,Al Khobar Saudi Arabia,Contemporary all-suite hotel with a pool
176,Hezwa,Saudi Arabia,,,,
177,Emerald Hall,4.3,(67) , Event venue,Dammam Saudi Arabia,"""... makes it perfect for hosting concerts, recitals, theater performances ..."""
178,Muvi Cinemas - Drive In Riyadh,3.7,(155) , Movie theater,Riyadh Saudi Arabia,Temporarily closed
179,Talal Maddah Theater,3.9,(2.5T) , Stage,Abha Saudi Arabia,Temporarily closed
180,المسرح الروماني | Roman Theater,4.1,(151) , Performing arts theater,Al Uqayr Saudi Arabia,
181,Maraya,4.6,(1.1T) , Concert hall,Al Atheeb Saudi Arabia,"""Also the theater is another level of perfection."""
182,,4.9,(98) , Resort hotel,Riyadh Saudi Arabia,"""I mostly enjoyed the cinema theater"""
183,"Crowne Plaza al Khobar, an IHG Hotel",4.4,(5.2T) , Hotel,Al Khobar Saudi Arabia,Upmarket hotel with fine dining
184,Al Dana Amphitheatre,4.4,(512) , Amphitheater,"Zallaq, Bahrain","""First visit to this Theater and found that everything is organized."""
185,"Staybridge Suites al Khobar, an IHG Hotel",4.5,(1.9T) , Hotel,Al Khobar Saudi Arabia,Contemporary all-suite hotel with a pool
186,Hezwa,Saudi Arabia,,,,
187,Emerald Hall,4.3,(67) , Event venue,Dammam Saudi Arabia,"""... makes it perfect for hosting concerts, recitals, theater performances ..."""
188,Muvi Cinemas - Drive In Riyadh,3.7,(155) , Movie theater,Riyadh Saudi Arabia,Temporarily closed
189,Talal Maddah Theater,3.9,(2.5T) , Stage,Abha Saudi Arabia,Temporarily closed
190,Tekka Tatbeelah,4.6,(593) , ₹ ,Safwa Saudi Arabia,Dine-in·
191,Goodbye,No reviews · Drama theater,Dammam Saudi Arabia,,Temporarily closed,
192,Crystals restaurant,No reviews · Restaurant,Riyadh Saudi Arabia , In Novotel Riyadh Al Anoud,Closed ⋅ Opens 7 am Wed,Dine-in·
193,مركز الجونة للمؤتمرات والثقافة,4.6,(9) , Outdoor movie theater,"Hurghada 2, Egypt",
194,مركز ضيافة كيان المستقبل,4.2,(86) , Kindergarten School,Riyadh Saudi Arabia,Closed ⋅ Opens 6:30 am Wed
195,مدرج طائرات,No reviews · Amphitheater,Saudi Arabia,,Temporarily closed,
196,Riyadh Schools Theater,No reviews · School,Riyadh Saudi Arabia,,Temporarily closed,
200,Alkuzama,4.5,(2) , Tourist attraction,Riyadh Saudi Arabia,
201,برج الفيصلية,4.6,(872) , Tourist attraction,Riyadh Saudi Arabia · In Tamimi Markets - Olaya,"""A luxurious place with restaurants and markets"""
202,Sa'ad Red Sand - Dunes,4.8,(6) , Tourist attraction,Sa'ad Saudi Arabia,"""Rubbish are everywhere near the rental place."""
203,Durat Al Sahel Water Theme Park,3.7,(3.2T) , Theme park,Riyadh Saudi Arabia,Closed ⋅ Opens 1 pm Thu
204,The old palace,3.9,(69) , Tourist attraction,Al Moqbel Palaces Saudi Arabia,Closed ⋅ Opens 6:30 am Wed
205,Al-Samar Amusement Center,3.9,(855) , Amusement center,Riyadh Saudi Arabia,"""Like the place, very entertaining just choose your favourite activity"""
206,Mosary Arena,3.4,(230) , Amusement center,Riyadh Saudi Arabia,"""Nice place my kids was very happy that day Will visit again very ..."""
207,Diriyah,4.4,(23) , Tourist attraction,Diriyah Saudi Arabia,"""Beautiful historical place in a contemporary design for restaurants."""
208,Snow City,3.9,(7T) , Amusement center,Riyadh Saudi Arabia · In العثيم مول | Othaim Mall,"""Nb 1 entertainment place"""
209,Al Muhaijah المحيجة,No reviews · Tourist attraction,الصفيراء Saudi Arabia,,,
210,King Fahad's Fountain,4.5,(8.9T) , Tourist attraction,Jeddah Saudi Arabia,Closed ⋅ Opens 9 am Wed
211,Al Hokair Time,4.0,(2.9T) , Theme park,Riyadh Saudi Arabia,"""Nice place, variety of kids entertainment"""
212,Saffori Land,4.1,(4.6T) , Amusement center,Riyadh Saudi Arabia · In العثيم مول | Othaim Mall,"""Entertainment place for kids"""
213,Wild Baboons,3.6,(27) , Tourist attraction,Riyadh Saudi Arabia,"""... this location im planning to visit this place. thanks in advance"""
214,Ushaiqer Heritage Village,4.5,(3T) , Tourist attraction,Ushaiqer Saudi Arabia,"""Great place to visit that shows you the old cities in Saudi Arabia"""
215,Sky Zone | سكاي زون,3.8,(276) , Amusement center,Riyadh Saudi Arabia · In Al Maathar Plaza 2,"""Prefect place to go to chill have fun and get some exercise on."""
216,مواقف ادارة البوليڤارد,4.1,(28) , Tourist attraction,Riyadh Saudi Arabia,
217,الدرعية,4.5,(101) , Tourist attraction,Riyadh Saudi Arabia,"""... district is place where you can have calm and charming dinner."""
218,Al Masmak Palace Museum,4.5,(3.2T) , Tourist attraction,Riyadh Saudi Arabia,Closes soon ⋅ 9 pm
219,Blvd World,4.6,(746) , Tourist attraction,Riyadh Saudi Arabia,Open now
220,Alkuzama,4.5,(2) , Tourist attraction,Riyadh Saudi Arabia,
221,برج الفيصلية,4.6,(872) , Tourist attraction,Riyadh Saudi Arabia · In Tamimi Markets - Olaya,"""A luxurious place with restaurants and markets"""
222,Sa'ad Red Sand - Dunes,4.8,(6) , Tourist attraction,Sa'ad Saudi Arabia,"""Rubbish are everywhere near the rental place."""
223,Wild Baboons,3.6,(27) , Tourist attraction,Riyadh Saudi Arabia,"""... this location im planning to visit this place. thanks in advance"""
224,Ushaiqer Heritage Village,4.5,(3T) , Tourist attraction,Ushaiqer Saudi Arabia,"""Great place to visit that shows you the old cities in Saudi Arabia"""
225,Sky Zone | سكاي زون,3.8,(276) , Amusement center,Riyadh Saudi Arabia · In Al Maathar Plaza 2,"""Prefect place to go to chill have fun and get some exercise on."""
226,مواقف ادارة البوليڤارد,4.1,(28) , Tourist attraction,Riyadh Saudi Arabia,
227,الدرعية,4.5,(101) , Tourist attraction,Riyadh Saudi Arabia,"""... district is place where you can have calm and charming dinner."""
228,Al Masmak Palace Museum,4.5,(3.2T) , Tourist attraction,Riyadh Saudi Arabia,Closes soon ⋅ 9 pm
229,Blvd World,4.6,(746) , Tourist attraction,Riyadh Saudi Arabia,Open now
230,Sparky's | سباركيز,4.0,(168) , Amusement center,Riyadh Saudi Arabia,"""Nice place for kids entertainment, fully isolated"""
231,Al-Bujairi Heritage Park,4.4,(12T) , National park,Riyadh Saudi Arabia,"""Nice place for family entertainment.... enough parking space ..."""
232,Red Sand Dunes,4.5,(1.2T) , Tourist attraction,Saudi Arabia,"""Nice entertainment place."""
233,King Abdullah Park,4.2,(33T) , Tourist attraction,Riyadh Saudi Arabia,"""Good entertainment place"""
234,Riyadh Zoo,4.2,(36T) , Tourist attraction,Riyadh Saudi Arabia,Closed ⋅ Opens 10 am Wed
235,Observatory Thanian,4.6,(23) , Tourist attraction,Al-Muzahmiya Saudi Arabia,
236,Sparky's,4.0,(961) , Amusement park,Riyadh Saudi Arabia · In Riyadh Gallery Mall,"""One of the favorite places for kids"""
237,DAZ داز,4.5,(278) , Amusement center,Jeddah Saudi Arabia,"""My daughter’s favorite place !"""
238,Long Flag,4.4,(792) , Tourist attraction,Diriyah Saudi Arabia · In King Salman Square in Diriyah,"""Good place and very quiet."""
239,Magic Planet Riyadh Front - ماجيك بلانيت واجهة الرياض,4.2,(44) , Amusement center,Riyadh Saudi Arabia · In Riyadh Front - Shopping Area,"""I personally highly recommend him for a very sensitive areas in your ..."""
240,King Fahad's Fountain,4.5,(8.9T) , Tourist attraction,Jeddah Saudi Arabia,Closed ⋅ Opens 9 am Wed
241,Al Hokair Time,4.0,(2.9T) , Theme park,Riyadh Saudi Arabia,"""Nice place, variety of kids entertainment"""
242,Saffori Land,4.1,(4.6T) , Amusement center,Riyadh Saudi Arabia · In العثيم مول | Othaim Mall,
